reviewId,app_name,score,lang,install_tier,star_band,content_clean,gold_label,annotator,notes,is_overlap
ab250c31-0b17-4252-9de7-a11316e5ad4e,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,অনেক সুন্দর একটি এপস সবাই ডাউনলোড করুন,,,,False
1e661916-3caa-4bba-9aa1-bd70af757dc7,Muslim Bangla Quran Hadith Dua,5,it,1M-10M,4-5,"MashaAllah,khub e valo app.onek upokrito hocchi. ZajakAllahu Khair",,,,False
5abdc172-90e5-4fe9-8106-0f4d728111aa,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,"টপ অফ স্টেক - টপ অফ বাংলাদেশ আলহামদুলিল্লাহ, এই রামাদানের আপডেট টি খুব চমৎকার হয়েছে নামাজের সময় টপ অফ স্টেক এর সেরা একটি এপ।",,,,False
17ae9702-0178-4162-808f-16769eb4af4d,"Muslims Day-Prayer, Quran, Dua",5,bn,1M-10M,4-5,"খুবই সুন্দর একটি এপ,, আমি খুবই উপকার পাচ্ছি,,, চাইলে আপনি ও নামিয়ে রাখতে পারেন,,,, কাজে আসবে,, মাশাল্লাহ অসাধারণ উদ্যোগ ,,,, আল্লাহ তায়ালা তাদের কল্যান দান করুক যারা এর ব্যাবস্থাপনায় নিয়োজিত আমিন।",,,,False
1697e2a7-949c-4c06-a6f6-eb8113d8922c,Muslim Bangla Quran Hadith Dua,5,bn,1M-10M,4-5,"আসসালামু আলাইকুম ওয়া রহমাতুল্লাহ্! অ্যাপটি খুবই উপকারী।এখানে ""সকাল-সন্ধ্যার দু'আ ও যিকির"" নামে আরেকটি ফিচার এড করলে আরো উপকৃত হবো ইন শা আল্লাহ্।জাযাকুমুল্লাহু খয়রন",,,,False
1c035559-c05a-45cf-b56f-a4048aebce5c,iQIBLA Life,1,en,<1M,1-2,The app should intoduce 1- seperate counting for custom zikr. 2-Users are to be able to fix count of vibration 3- User should be able fix the time of device time out.,,,,False
7ff1dcbd-71e6-4fbe-b49f-9ece65292f29,iQIBLA Life,1,en,<1M,1-2,"I started to use this Ring today only and as soon as I updated it with the latest version by binding it with the iQibla life App today itself 26 April, 2023 the Ring is continuously getting restart. And I am not able to do anything. Please help. As I haven't Used the ring for even 10 mints",,,,False
badcd9bc-11bb-4940-9470-b091acbfd339,iQIBLA Life,2,en,<1M,1-2,16.10.23 2 star - Will update & continue to monitor. Will review again.. 10.10.23 1 star - After upgrade. Device cannot connect to app. Please rectify.,,,,False
fd55df2c-acbd-4aab-b608-426bbdfaf0be,Pillars: Prayer Times & Qibla,2,en,<1M,1-2,"One of the best apps I have used l. But recently the tracker feature stopped working. Whenever I open the tab, I get a grey blank page. Please help bring it back.",,,,False
b2248646-d79f-4d7b-b277-32c7b7873551,iQIBLA Life,1,en,<1M,1-2,"I just bought the ring. Installed the app, but it just gets stuck at getting the location. I have tried many times, allowed the location access, but I doesn't get any further than the location screen. Can't use the app at all.",,,,False
2640b2f6-b8fb-4b60-a998-b97b5236f6ad,Pillars: Prayer Times & Qibla,2,en,<1M,1-2,Keeps force closing since recent update. Please also provide Wear OS support. No changes since and force closing every time when opening,,,,False
8ae97668-97b4-4fcb-a2bc-3f4c48c9eff0,iQIBLA Life,2,en,<1M,1-2,I keep getting logged out FIX THIS !!,,,,False
351d9968-f810-4abf-b57a-f12edb472f83,Deen - Islamic App,1,en,<1M,1-2,Not working on my Tab! Fix it please! Will change the review than!,,,,False
da877417-1db7-4480-b44e-977cd1224953,iQIBLA Life,1,en,<1M,1-2,Please update/upgrade your apps..So bad..,,,,False
d222b103-b43e-4fca-b903-fc5d2eb2a92d,Niya: Muslim prayer tracker,1,en,<1M,1-2,always lag and crash. testing my patience instead of letting me tracking my prayer,,,,False
b01d1f1c-cf7f-47c7-8e76-b4b4132d95e6,iQIBLA Life,1,en,<1M,1-2,"It also makes it difficult to connect to the ring!!! I bought this ring last year, so where do I want to find the box to get the SN number?? What should I do?? Throw away? Buy new?? Stupid!!",,,,False
8ef709d3-fbe1-4bc4-8391-d7f532804f45,Deen - Islamic App,1,en,<1M,1-2,"May Allah reward the owner of ""Deen"" App in both of lives, specially in hereafter. Aameen Sumaa Aameen",,,,False
89506c27-0b48-4da5-bf35-362cb8ca042a,Deen - Islamic App,2,en,<1M,1-2,"Bangladeshi Quran , only English and Bangladesh language is used in this application",,,,False
c2f1c573-7933-4f96-9258-520a53f0cca5,Everyday Muslim - Pray tracker,1,en,<1M,1-2,"it crashes at locate me option, again and again, i keep on installing and uninstalling, nothing clears thar glitch",,,,False
a534cb51-bd60-4e99-b1c7-79624607d74c,iQIBLA Life,1,en,<1M,1-2,Speed up Bluetooth and enlarge its range.The qibla direction tool in this app is not accurate.And make option to improve zikar display light,,,,False
fb58bf10-9cb3-4bed-bc09-de16069dd63c,Deen - Islamic App,2,en,<1M,1-2,"I gave them 2 stars. & in response they said, ""Do not give unnecessary 2* Brother. If you have an issue please report us. We will try to solve. Please hit the 5* if you love this app."" Yes, you have issue, attitude issue. Fix it. Could you?",,,,False
7d3978a6-710a-4e30-b23a-05b242aa0709,Deen - Islamic App,1,en,<1M,1-2,ka aap log shia ho ku ka sur rahman ki translation jo maine Kuran Sharif mein padha vah alag tha please bataiye kyunki Main Sunni hun,,,,False
95503057-f2cc-46f0-8898-0c1429290cc9,Pillars: Prayer Times & Qibla,2,en,<1M,1-2,The qibla doesn't work on android phones. Please fix this bug,,,,False
7fd9df0e-4a00-47c7-b20e-ad701d8a1c85,Pillars: Prayer Times & Qibla,1,en,<1M,1-2,I can't go through the setup because a page is just gray with no way to pass. (I'm on android),,,,False
a150c5d4-a5db-4fba-a579-3c99c69e54c2,Pillars: Prayer Times & Qibla,2,en,<1M,1-2,Crashes always and even I selected Prayers notification to normal Banner it auto reverts to Azan. Need more improvements,,,,False
86e9bb40-9f0e-4bd5-82e6-7e10d7e6551a,iQIBLA Life,1,ms,<1M,1-2,Susah nk connection. Banyak functions yang tidak boleh digunakan. Tolong upgrade apps ni.,,,,False
d00f92fc-b993-4a2f-b624-19a7ad90826b,iQIBLA Life,1,ar,<1M,1-2,"التطبيق كان كويس في البداية، لكن دلوقتي فيه مشكلة كبيرة في تسجيل التسبيح. كل ما أسبّح يظهر ""تم التسجيل"" لكن بعد كده البيانات لا يتم حفظها، ويظهر خطأ في الخادم الداخلي. جربت أحذف التطبيق وأعيد تثبيته، ومسحت الكاش، وغيرت الشبكة (واي فاي وداتا)، لكن المشكلة ما زالت موجودة. التسبيح بيضيع ومش بيتسجل بشكل صحيح. برجاء إصلاح المشكلة في أسرع وقت لأنها أساسية في استخدام التطبيق.",,,,False
f8385734-54fb-4e4f-8f2b-63e38fca2a89,iQIBLA Life,1,ar,<1M,1-2,يحتاج إلى كثير من التطوير,,,,False
87fad0f4-ea14-485b-9895-3a5c65e67819,iQIBLA Life,1,ar,<1M,1-2,الابلكيشن زى الزفت وبيخرف ومش بيسجل التسبيحات رغم انى ربطاه بخاتم الذكر عمال يوقع ايام كتير اوووى وكل يوم الاقى تسبيحات الايام الى فاتت الى كانت متسجلة اتمسحت ، انا مش فاهمه ف اى ياريت المشكلة تتحل وبسرعه .,,,,False
83edf846-3920-41e8-953c-d8eb2d258c47,iQIBLA Life,1,ar,<1M,1-2,انتم ابلكيشن زي الخرا والارف على دماغكم,,,,False
387513ee-b90f-4533-ab34-59d194d50575,iQIBLA Life,1,ms,<1M,1-2,Teruk Sgt. Tak boleh nak connect langsung.,,,,False
ff836d41-6f93-4e81-b48f-86d66acebba8,Deen - Islamic App,1,bn,<1M,1-2,যখনই এ্যপস টার ভিতরে ঢুকি ফোনে এলার্ম সিম্বল উঠে থাকে শুধু শুধু।সব নোটিফিকেশন অফ করে দিলেও এটা উঠে থাকে যা পুরাই বিরক্তিকর। যতক্ষণ না ফোন অফ করে অন করবো এটা যাবেই না। বাধ্য হয়ে আনইন্সটল করে দিয়েছি।,,,,False
a9cc03a2-752b-4312-b7fc-e346ee4cb56f,Deen - Islamic App,1,bn,<1M,1-2,ফালতু App...ওপেন হয়না। অযথা MB নষ্ট। কেউ ডাউনলোড করেন না।,,,,False
b79a96a2-ff58-4a00-b0ab-ca84433c00d8,Deen - Islamic App,1,bn,<1M,1-2,এই app এর মধ্যে হাদিস গুলোতে অনেক শব্দ কঠিন । যা নাকি সাধারন মানুষ বুঝতে পারেনা । আশা করি পরবর্তী আপডেট এ এটি সংশোধন হয়ে যাবে।,,,,False
17a6bc4f-646d-4988-80d9-1a68ff0a7ff0,Deen - Islamic App,2,io,<1M,1-2,sura download korar kono option nei.,,,,False
07be4173-639c-4461-a2ed-a4039d830947,Deen - Islamic App,1,gl,<1M,1-2,Quran Pak Mai rukuu thek jga per nhi a rha 1st para 2nd para,,,,False
5a2ce37d-1dfd-4803-ba55-2b5266db03c4,iQIBLA Life,1,es,<1M,1-2,Imposible emparejar con el smartwatch. Horrible.,,,,False
92ecd49b-6018-469d-be23-190931e72291,iQIBLA Life,1,nl,<1M,1-2,App crash ho rahi he baar baar,,,,False
a4ad6b97-523f-4dcf-b569-ff318e916e57,Deen - Islamic App,1,eu,<1M,1-2,Mara chalu nahi ho raha,,,,False
f0f594a4-c790-436a-8d36-1860093be4e4,Deen - Islamic App,2,bn,<1M,1-2,কাস্টম লোকেশন সিলেক্ট করার অপশন রাখেন নাই। লোকেশন আমার বাংলাদেশ এসে আছে। যা আমার বিভাগের ইফতার ও সাহরির সাথে কয়েক মিনিটের তফাত,,,,False
18174231-21d1-489d-a5ab-6f9d957757ec,Deen - Islamic App,1,bn,<1M,1-2,"সূরা কাহাফের 17,18 নাম্বার আয়াত এ ভুল গুলো সুধরিয়ে নিলে ভালো হতো",,,,False
c9227175-0950-4909-b994-e33b9b543c9a,iQIBLA Life,1,id,<1M,1-2,Tidak dapat connect dekat Fon Bluetooth,,,,False
570dc818-cc45-40eb-ac76-ca3bc7881081,Deen - Islamic App,1,bn,<1M,1-2,হাফেজী কুরআন যুক্ত করলে ভালো হয়,,,,False
fc49ef95-111f-49b1-a635-9f617c3d5b16,Deen - Islamic App,2,bn,<1M,1-2,আগে ভালো ছিল এখন কেন স্লো হয়ে গেছে বুঝতেছিনা,,,,False
9b3345e0-5af8-4393-9f7a-cf5b1b7bc25f,Deen - Islamic App,1,bn,<1M,1-2,অসাধারণ একটি এপ আমি এটা খুবই পছন্দ করি,,,,False
ee466da9-01ff-45f2-9844-d69caad5aef7,Pillars: Prayer Times & Qibla,3,en,<1M,3,"Great app! Just waiting for the widgets it's a deal breaker for me. Suggestion: 1 widget that says 1. The name of the prayer: eg. Dhuhr 2. Time of the prayer 3. Time remaining: eg. 3hr & 20 mins remaining 3.1 (default) Iqamah time 15 mins (adjustable in settings) 3.2 resumes showing the next prayer name after the 15 mins I use ""My prayer app"" yellow+white icon. The only reason is the fairly clean design & widget that shows the info as described above. The widget is bigger than it needs to be.",,,,False
71521213-f72d-4a59-bf1c-367cbf1fd7a5,Deen - Islamic App,3,en,<1M,3,There is a difference in athan times,,,,False
d6db94e0-1f01-4245-943b-c332fd643eaf,Deen - Islamic App,3,en,<1M,3,This is what I would call an app. No ads and purchases. Simple donation pop up only. The app could do a bit more work on the widget. The best thing I like about this app is the in-depth timing details. Glad I finally found this app! Edit: There is one thing this app lacks; the ability to customize the notification timings and sound related stuff. Downgrading from 5 to 3 star for that.,,,,False
f709a1a4-f63e-4760-9911-710eb8779e81,iQIBLA Life,3,en,<1M,3,I hope you fix bugs which makes the app slow and modify the the app by making it possible to switch between custom and tasbeeh without loosing the custom counts.,,,,False
4caa0181-33ed-4b39-85a4-5439b48c3053,Deen - Islamic App,3,en,<1M,3,The interface was lagging imo but the app itself is good for the people of subcontinent as it is not made international users. There is prayer time based on only hanafi and shafi madhab. So what'll the people of maliki and hanbali refer to? Also there is a section of kalima within the app and we all know the 6 kalimas has no authentic source.,,,,False
ef5f206f-9665-4a32-8914-4892a4b5342d,Pillars: Prayer Times & Qibla,3,en,<1M,3,need to stop being bombarded with popups about donating,,,,False
6b93142e-2360-4752-9100-292df49953f9,Everyday Muslim - Pray tracker,3,en,<1M,3,"Good, it tells me when it is the right time to pray",,,,False
c33c6dcf-7727-4927-91b8-a236f258f1ff,Pillars: Prayer Times & Qibla,3,en,<1M,3,"love the app. only problem is when adhaan is going , it cuts off ,if it is disrupted by a notification on the phone and does not continue to play in the background like other apps. please check on this. it also cuts off it i have to open my phone to use it.",,,,False
61ee4047-2e55-47eb-aef1-765247e667d4,Pillars: Prayer Times & Qibla,3,en,<1M,3,Had to uninstall since it wouldn't give me prayer notifications even though I gave permissions as the app asked. Not sure what the issue is.,,,,False
d125c8b7-74e9-4a40-a6cc-7ca24b577feb,Pillars: Prayer Times & Qibla,3,en,<1M,3,The Asr prayer was off by an hour in my location,,,,False
dd87d175-55cb-4a28-ad67-889a24be6e84,iQIBLA Life,3,en,<1M,3,"As a prayer reminder, it does not follow all the selected authorities. You still need to do adjustment to it. As a tasbih counter, the functions are simple which is good but need more features.",,,,False
10256bb3-efec-4a29-b88e-bf53564fb066,Deen - Islamic App,3,en,<1M,3,Add edit namaz times and make accurate and fix notifications to come through offline and please update the app,,,,False
1846e909-8c96-447d-a0b8-947af6d69eaa,iQIBLA Life,3,en,<1M,3,It does what it is supposed to do,,,,False
066f40e1-7757-4d2c-9032-8dad0ef45ab4,Deen - Islamic App,3,en,<1M,3,This app is so helpful! Thanks a lot for making this app. But it is not showing the accurate Ramdan date. Like today is 24th Ramdan. But It's showing 25th Ramdan. Hope this will be fixed soon.,,,,False
90ed205c-b50b-4154-854d-a142f06fbb03,Pillars: Prayer Times & Qibla,3,en,<1M,3,"Needs improvements. Prayer times are not displayed correctly, widget doesn't work either. App also crashes often.",,,,False
a744b145-7494-4be8-8b70-3e9e2071811f,iQIBLA Life,3,en,<1M,3,good but need more work to be easy,,,,False
109f9bf1-b18e-47e4-856c-206122a06a56,Deen - Islamic App,3,en,<1M,3,"An incredibly clean, ad-free, and beautiful app with a smooth UI and a vast collection of books, Hadiths, and the Quran completely for free. Drawbacks: Hadiths lack multilingual translations and The Quran translation only shows when reading ayah by ayah, reverting to Arabic-only in Page or Surah mode. It also lacks localized congregation times for nearby mosques.",,,,False
8c8974eb-551f-46ef-b566-019a81132883,iQIBLA Life,3,en,<1M,3,still need plenty of room for developing,,,,False
95626802-2dfa-4e05-b42b-5a5a78f71eb7,iQIBLA Life,3,en,<1M,3,From the last update I couldn't connect the device with the application when I pressed the middle icon network error and closed the app I restarted it many times Erased it and reinstall nothing happened,,,,False
4dfdf40f-d752-4409-9610-58a9ed37277f,Muslim Muna Adhan Prayer Quran,3,en,<1M,3,I'm yet to use it. Just downloaded. I'm more concerned with accurate prayer time and Azan,,,,False
